District,DMA,Channel,Week,Percent Of State,Dem GRPs,Rep GRPs,Net GRPs,Cost Per Impression,CPPs,Value Per Dollar,Change In State Voteshare,Change In DMA Voteshare,Forecasted Cand Dem GRPs,Forecasted Cand Rep GRPs,Cost,Cumulative,Speculative,Speculative -  Value Per Dollar
MS_class_2,Mobile AL-Pensacola (Ft. Walton Beach) FL,TV,2020-10-27,1.2%,0,0,0,.710,205,.004,.01%,.85%,0,0,"$102,500.0","$63,147,036.0",1,.000
MS_class_2,Mobile AL-Pensacola (Ft. Walton Beach) FL,TV,2020-10-20,1.2%,0,0,0,.710,205,.003,.01%,.76%,0,0,"$102,500.0","$64,150,544.0",1,.000
NM_class_2,Odessa-Midland TX,TV,2020-10-20,.2%,0,0,0,10.083,312,.000,.00%,.30%,0,0,"$156,036.7","$89,442,770.0",1,.000
OR_class_2,Boise ID,TV,2020-10-27,.5%,0,0,0,2.391,583,.000,.00%,.24%,0,0,"$291,415.2","$107,570,056.0",1,.000
NM_class_2,Odessa-Midland TX,TV,2020-10-27,.2%,0,0,0,10.083,312,.000,.00%,.25%,0,0,"$156,036.7","$89,731,850.0",1,.000
MS_class_2,New Orleans LA,TV,2020-10-27,3.3%,0,0,0,1.572,1403,.002,.03%,.85%,0,0,"$701,384.1","$68,027,270.0",1,.000
OR_class_2,Spokane WA,TV,2020-10-20,.2%,0,0,0,12.289,948,.000,.00%,.53%,0,0,"$473,846.4","$108,194,340.0",1,.000
MS_class_2,New Orleans LA,TV,2020-10-20,3.3%,0,0,0,1.572,1403,.001,.03%,.76%,0,0,"$701,384.1","$70,816,150.0",1,.000
MS_class_2,Baton Rouge LA,TV,2020-10-27,.9%,0,0,0,3.579,730,.001,.01%,.85%,0,0,"$365,193.3","$71,281,340.0",1,.000
MS_class_2,Baton Rouge LA,TV,2020-10-20,.9%,0,0,0,3.579,730,.001,.01%,.76%,0,0,"$365,193.3","$71,646,536.0",1,.000
OR_class_2,Spokane WA,TV,2020-10-27,.2%,0,0,0,12.289,948,.000,.00%,.24%,0,0,"$473,846.4","$109,307,320.0",1,.000
NJ_class_2,Philadelphia PA,TV,2020-10-20,25.5%,0,0,0,.046,900,.000,.13%,.53%,0,0,"$450,000.0","$109,757,320.0",1,.000
NJ_class_2,Philadelphia PA,TV,2020-10-27,25.5%,0,0,0,.046,900,.000,.06%,.24%,0,0,"$450,000.0","$110,207,320.0",1,.000
NJ_class_2,New York NY,TV,2020-10-20,74.5%,0,0,0,.306,17287,.000,.39%,.53%,0,0,"$8,643,707.0","$118,851,020.0",1,.000
NJ_class_2,New York NY,TV,2020-10-27,74.5%,0,0,0,.306,17287,.000,.18%,.24%,0,0,"$8,643,707.0","$127,494,730.0",1,.000
NH_class_2,Boston MA (Manchester NH),TV,2020-10-27,83.8%,1431,0,1431,.113,1150,.000,.03%,.04%,0,0,"$575,000.0","$128,069,730.0",1,.000
NH_class_2,Boston MA (Manchester NH),TV,2020-10-20,83.8%,1253,0,1253,.113,1150,.000,.03%,.04%,0,0,"$575,000.0","$128,644,730.0",1,.000
NH_class_2,Burlington VT-Plattsburgh NY,TV,2020-10-27,10.0%,157,0,157,.603,731,.000,.02%,.19%,0,0,"$365,341.8","$129,010,070.0",1,.000
NH_class_2,Burlington VT-Plattsburgh NY,TV,2020-10-20,10.0%,133,0,133,.603,731,.000,.02%,.20%,0,0,"$365,341.8","$129,375,416.0",1,.000
NH_class_2,Portland-Auburn ME,TV,2020-10-27,6.1%,461,0,461,1.872,1425,.000,.03%,.51%,0,0,"$712,500.0","$130,087,920.0",1,.000
NH_class_2,Portland-Auburn ME,TV,2020-10-20,6.1%,407,0,407,1.872,1425,.000,.03%,.51%,0,0,"$712,500.0","$130,800,420.0",1,.000
MA_class_2,Boston MA (Manchester NH),TV,2020-10-20,80.1%,0,0,0,.025,1150,.000,.49%,.61%,0,0,"$575,000.0","$131,375,416.0",1,.000
MA_class_2,Boston MA (Manchester NH),TV,2020-10-27,80.1%,0,0,0,.025,1150,.000,.37%,.46%,0,0,"$575,000.0","$132,655,064.0",1,.000
MA_class_2,Springfield-Holyoke MA,TV,2020-10-20,10.2%,0,0,0,.099,583,.000,.06%,.61%,0,0,"$291,543.9","$133,651,256.0",1,.000
MA_class_2,Springfield-Holyoke MA,TV,2020-10-27,10.2%,0,0,0,.099,583,.000,.05%,.46%,0,0,"$291,543.9","$133,942,800.0",1,.000
RI_class_2,Providence RI-New Bedford MA,TV,2020-10-20,100.0%,0,0,0,.147,1409,.000,.62%,.62%,0,0,"$704,645.6","$132,080,060.0",1,.000
RI_class_2,Providence RI-New Bedford MA,TV,2020-10-27,100.0%,0,0,0,.147,1409,.000,.48%,.48%,0,0,"$704,645.6","$133,359,710.0",1,.000
MA_class_2,Providence RI-New Bedford MA,TV,2020-10-20,7.8%,0,0,0,.301,1409,.000,.05%,.61%,0,0,"$704,645.6","$134,647,440.0",1,.000
MA_class_2,Providence RI-New Bedford MA,TV,2020-10-27,7.8%,0,0,0,.301,1409,.000,.04%,.46%,0,0,"$704,645.6","$135,352,080.0",1,.000
MA_class_2,Albany-Schenectady-Troy NY,TV,2020-10-20,1.9%,0,0,0,1.013,1146,.000,.01%,.61%,0,0,"$572,750.1","$135,924,830.0",1,.000
MA_class_2,Albany-Schenectady-Troy NY,TV,2020-10-27,1.9%,0,0,0,1.013,1146,.000,.01%,.46%,0,0,"$572,750.1","$136,497,580.0",1,.000
AL_class_2,Columbus GA,TV,2020-10-20,5.2%,117,0,117,.039,95,.000,.04%,.76%,0,0,"$47,500.0","$136,545,090.0",1,.000
AL_class_2,Columbus GA,TV,2020-10-27,5.2%,88,0,88,.039,95,.000,.04%,.85%,0,0,"$47,500.0","$136,592,590.0",1,.000
AL_class_2,Atlanta GA,TV,2020-10-20,.8%,0,0,0,2.440,875,.000,.00%,.37%,0,0,"$437,500.0","$137,030,100.0",1,.000
AL_class_2,Atlanta GA,TV,2020-10-27,.8%,0,0,0,2.440,875,.000,.00%,.42%,0,0,"$437,500.0","$137,467,600.0",1,.000
AL_class_2,Dothan AL,TV,2020-10-20,4.9%,0,0,0,.103,230,.000,.02%,.49%,0,0,"$114,798.2","$137,582,400.0",1,.000
AL_class_2,Dothan AL,TV,2020-10-27,4.9%,0,0,0,.103,230,.000,.03%,.54%,1851.1868,0,"$114,798.2","$137,697,200.0",1,.000
AL_class_2,Birmingham (Anniston & Tuscaloosa) AL,TV,2020-10-20,39.7%,143,0,143,.099,1655,.000,.01%,.03%,14854.733,2518,"$827,436.4","$138,524,640.0",0,.000
AL_class_2,Birmingham (Anniston & Tuscaloosa) AL,TV,2020-10-27,39.7%,107,0,107,.099,1655,.000,.01%,.03%,14889.711,2720,"$827,436.4","$139,352,080.0",0,.000
AL_class_2,Columbus-Tupelo-West Point MS,TV,2020-10-20,.3%,0,0,0,3.036,406,.000,.00%,.37%,0,0,"$203,009.5","$139,555,090.0",1,.000
AL_class_2,Columbus-Tupelo-West Point MS,TV,2020-10-27,.3%,0,0,0,3.036,406,.000,.00%,.42%,0,0,"$203,009.5","$139,758,100.0",1,.000
AL_class_2,Mobile AL-Pensacola (Ft. Walton Beach) FL,TV,2020-10-20,15.2%,228,0,228,.030,205,.000,.12%,.76%,0,0,"$102,500.0","$139,860,590.0",1,.000
AL_class_2,Mobile AL-Pensacola (Ft. Walton Beach) FL,TV,2020-10-27,15.2%,171,0,171,.030,205,.000,.13%,.85%,0,0,"$102,500.0","$139,963,090.0",1,.000
AL_class_2,Huntsville-Decatur (Florence) AL,TV,2020-10-20,20.7%,139,0,139,.102,911,.000,.06%,.28%,1463.8135,1009,"$455,733.0","$140,418,820.0",0,.000
AL_class_2,Huntsville-Decatur (Florence) AL,TV,2020-10-27,20.7%,104,0,104,.102,911,.000,.06%,.27%,2044.5607,1668,"$455,733.0","$140,874,540.0",0,.000
AL_class_2,Montgomery (Selma) AL,TV,2020-10-20,12.5%,302,0,302,.099,562,.000,.04%,.29%,1199.5721,917,"$281,158.3","$141,155,700.0",0,.000
AL_class_2,Montgomery (Selma) AL,TV,2020-10-27,12.5%,226,0,226,.099,562,.000,.04%,.28%,1824.6959,1529,"$281,158.3","$141,436,850.0",0,.000
AL_class_2,Meridian MS,TV,2020-10-20,.6%,0,0,0,.592,146,.000,.00%,.41%,0,0,"$72,882.5","$141,509,730.0",1,.000
AL_class_2,Meridian MS,TV,2020-10-27,.6%,0,0,0,.592,146,.000,.00%,.46%,0,0,"$72,882.5","$141,582,610.0",1,.000
AR_class_2,Shreveport LA,TV,2020-10-20,4.2%,0,0,0,.768,797,.000,.03%,.62%,0,0,"$398,340.1","$141,980,940.0",1,.000
AR_class_2,Shreveport LA,TV,2020-10-27,4.2%,0,0,0,.768,797,.000,.02%,.51%,0,0,"$398,340.1","$142,379,280.0",1,.000
AR_class_2,Springfield MO,TV,2020-10-20,5.3%,0,0,0,.728,901,.000,.03%,.62%,0,0,"$450,601.9","$142,829,890.0",1,.000
AR_class_2,Springfield MO,TV,2020-10-27,5.3%,0,0,0,.728,901,.000,.03%,.51%,0,0,"$450,601.9","$143,280,500.0",1,.000
AR_class_2,Monroe LA-El Dorado AR,TV,2020-10-20,2.0%,0,0,0,.745,388,.000,.01%,.62%,0,0,"$193,771.6","$143,474,270.0",1,.000
AR_class_2,Monroe LA-El Dorado AR,TV,2020-10-27,2.0%,0,0,0,.745,388,.000,.01%,.51%,0,0,"$193,771.6","$143,668,050.0",1,.000
AR_class_2,Memphis TN,TV,2020-10-20,5.6%,0,0,0,.995,1433,.000,.03%,.62%,0,0,"$716,328.3","$144,384,380.0",1,.000
AR_class_2,Memphis TN,TV,2020-10-27,5.6%,0,0,0,.995,1433,.000,.03%,.51%,0,0,"$716,328.3","$145,100,720.0",1,.000
AR_class_2,Ft. Smith-Fayetteville-Springdale-Rogers AR,TV,2020-10-20,25.4%,0,252,-252,.109,641,.000,.14%,.55%,0,0,"$320,638.6","$145,421,360.0",0,.000
AR_class_2,Ft. Smith-Fayetteville-Springdale-Rogers AR,TV,2020-10-27,25.4%,0,254,-254,.109,641,.000,.11%,.45%,0,0,"$320,638.6","$145,742,000.0",0,.000
AR_class_2,Little Rock-Pine Bluff AR,TV,2020-10-20,50.9%,0,336,-336,.099,1176,.000,.27%,.53%,0,0,"$587,808.6","$146,329,810.0",0,.000
AR_class_2,Little Rock-Pine Bluff AR,TV,2020-10-27,50.9%,0,343,-343,.099,1176,.000,.22%,.43%,0,0,"$587,808.6","$146,917,620.0",0,.000
AR_class_2,Jonesboro AR,TV,2020-10-20,6.6%,0,151,-151,.099,157,.000,.04%,.58%,0,0,"$78,326.3","$146,995,940.0",0,.000
AR_class_2,Jonesboro AR,TV,2020-10-27,6.6%,0,151,-151,.099,157,.000,.03%,.47%,0,0,"$78,326.3","$147,074,260.0",0,.000
ID_class_2,Boise ID,TV,2020-10-20,47.3%,325,69,256,.103,583,.000,.27%,.57%,0,0,"$291,415.2","$147,365,660.0",1,.000
ID_class_2,Boise ID,TV,2020-10-27,47.3%,349,0,349,.103,583,.000,.19%,.41%,0,0,"$291,415.2","$147,657,070.0",1,.000
ID_class_2,Idaho Falls-Pocatello ID,TV,2020-10-20,19.6%,0,29,-29,.105,256,.000,.11%,.58%,0,0,"$128,018.6","$147,785,090.0",1,.000
ID_class_2,Idaho Falls-Pocatello ID,TV,2020-10-27,19.6%,0,0,0,.105,256,.000,.08%,.41%,0,0,"$128,018.6","$147,913,100.0",1,.000
ID_class_2,Twin Falls ID,TV,2020-10-20,9.8%,0,63,-63,.099,122,.000,.06%,.57%,0,0,"$61,012.0","$147,974,110.0",1,.000
ID_class_2,Twin Falls ID,TV,2020-10-27,9.8%,0,0,0,.099,122,.000,.04%,.41%,0,0,"$61,012.0","$148,035,120.0",1,.000
ID_class_2,Salt Lake City UT,TV,2020-10-20,1.4%,0,0,0,11.648,2071,.000,.01%,.59%,0,0,"$1,035,558.8","$149,070,670.0",1,.000
ID_class_2,Salt Lake City UT,TV,2020-10-27,1.4%,0,0,0,11.648,2071,.000,.01%,.41%,0,0,"$1,035,558.8","$150,106,220.0",1,.000
ID_class_2,Spokane WA,TV,2020-10-20,21.9%,0,6,-6,.357,948,.000,.13%,.59%,0,0,"$473,846.4","$150,580,060.0",1,.000
ID_class_2,Spokane WA,TV,2020-10-27,21.9%,0,0,0,.357,948,.000,.09%,.41%,0,0,"$473,846.4","$151,053,900.0",1,.000
LA_class_2,Shreveport LA,TV,2020-10-20,11.3%,0,0,0,.180,797,.000,.09%,.76%,0,0,"$398,340.1","$151,452,240.0",1,.000
LA_class_2,Shreveport LA,TV,2020-10-27,11.3%,0,0,0,.180,797,.000,.10%,.85%,0,0,"$398,340.1","$151,850,580.0",1,.000
LA_class_2,New Orleans LA,TV,2020-10-20,35.6%,0,2,-2,.105,1403,.000,.27%,.76%,0,0,"$701,384.1","$152,551,970.0",1,.000
LA_class_2,New Orleans LA,TV,2020-10-27,35.6%,0,2,-2,.105,1403,.000,.30%,.85%,0,0,"$701,384.1","$153,253,360.0",1,.000
LA_class_2,Monroe LA-El Dorado AR,TV,2020-10-20,8.9%,0,0,0,.114,388,.000,.07%,.76%,0,0,"$193,771.6","$153,447,140.0",1,.000
LA_class_2,Monroe LA-El Dorado AR,TV,2020-10-27,8.9%,0,0,0,.114,388,.000,.08%,.85%,0,0,"$193,771.6","$153,640,910.0",1,.000
LA_class_2,Lafayette LA,TV,2020-10-20,14.0%,0,51,-51,.099,504,.000,.10%,.74%,0,0,"$252,158.3","$153,893,070.0",1,.000
LA_class_2,Lafayette LA,TV,2020-10-27,14.0%,0,51,-51,.099,504,.000,.12%,.83%,0,0,"$252,158.3","$154,145,230.0",1,.000
LA_class_2,Lake Charles LA,TV,2020-10-20,5.6%,0,0,0,.099,210,.000,.04%,.76%,0,0,"$104,997.0","$154,250,220.0",1,.000
LA_class_2,Lake Charles LA,TV,2020-10-27,5.6%,0,0,0,.099,210,.000,.05%,.85%,0,0,"$104,997.0","$154,355,220.0",1,.000
LA_class_2,Alexandria LA,TV,2020-10-20,4.9%,0,0,0,.099,185,.000,.04%,.76%,0,0,"$92,567.2","$154,447,780.0",1,.000
LA_class_2,Alexandria LA,TV,2020-10-27,4.9%,0,0,0,.099,185,.000,.04%,.85%,0,0,"$92,567.2","$154,540,340.0",1,.000
LA_class_2,Baton Rouge LA,TV,2020-10-20,19.8%,0,44,-44,.101,730,.000,.15%,.75%,0,0,"$365,193.3","$154,905,540.0",1,.000
LA_class_2,Baton Rouge LA,TV,2020-10-27,19.8%,0,44,-44,.101,730,.000,.16%,.83%,0,0,"$365,193.3","$155,270,740.0",1,.000
NE_class_2,Sioux City IA,TV,2020-10-20,5.2%,0,0,0,.563,460,.000,.03%,.65%,0,0,"$230,000.0","$155,500,740.0",1,.000
NE_class_2,Sioux City IA,TV,2020-10-27,5.2%,0,0,0,.563,460,.000,.03%,.57%,0,0,"$230,000.0","$155,730,740.0",1,.000
NE_class_2,Omaha NE,TV,2020-10-20,49.4%,0,0,0,.040,300,.000,.32%,.65%,0,0,"$150,000.0","$155,880,740.0",1,.000
NE_class_2,Omaha NE,TV,2020-10-27,49.4%,0,0,0,.040,300,.000,.28%,.57%,0,0,"$150,000.0","$156,030,740.0",1,.000
NE_class_2,Lincoln & Hastings-Kearney NE,TV,2020-10-20,38.2%,0,0,0,.100,566,.000,.25%,.65%,0,0,"$283,239.1","$156,313,970.0",1,.000
NE_class_2,Lincoln & Hastings-Kearney NE,TV,2020-10-27,38.2%,0,0,0,.100,566,.000,.22%,.57%,0,0,"$283,239.1","$156,597,200.0",1,.000
NE_class_2,Sioux Falls (Mitchell) SD,TV,2020-10-20,.3%,0,0,0,10.552,508,.000,.00%,.65%,0,0,"$253,944.1","$156,851,150.0",1,.000
NE_class_2,Sioux Falls (Mitchell) SD,TV,2020-10-27,.3%,0,0,0,10.552,508,.000,.00%,.57%,0,0,"$253,944.1","$157,105,100.0",1,.000
NE_class_2,North Platte NE,TV,2020-10-20,2.0%,0,0,0,.099,31,.000,.01%,.65%,0,0,"$15,539.9","$157,120,640.0",1,.000
NE_class_2,North Platte NE,TV,2020-10-27,2.0%,0,0,0,.099,31,.000,.01%,.57%,0,0,"$15,539.9","$157,136,180.0",1,.000
NE_class_2,Denver CO,TV,2020-10-20,3.0%,0,0,0,7.195,3768,.000,.02%,.65%,0,0,"$1,884,091.4","$159,020,270.0",1,.000
NE_class_2,Denver CO,TV,2020-10-27,3.0%,0,0,0,7.195,3768,.000,.02%,.57%,0,0,"$1,884,091.4","$160,904,370.0",1,.000
NE_class_2,Cheyenne WY-Scottsbluff NE,TV,2020-10-20,2.0%,17,0,17,.325,100,.000,.01%,.65%,0,0,"$50,162.8","$160,954,530.0",1,.000
NE_class_2,Cheyenne WY-Scottsbluff NE,TV,2020-10-27,2.0%,19,0,19,.325,100,.000,.01%,.57%,0,0,"$50,162.8","$161,004,690.0",1,.000
OK_class_2,Joplin MO-Pittsburg KS,TV,2020-10-20,.8%,0,0,0,1.371,328,.000,.00%,.39%,0,0,"$164,247.8","$161,168,930.0",1,.000
OK_class_2,Joplin MO-Pittsburg KS,TV,2020-10-27,.8%,0,0,0,1.371,328,.000,.00%,.37%,0,0,"$164,247.8","$161,333,170.0",1,.000
OK_class_2,Shreveport LA,TV,2020-10-20,.7%,0,0,0,3.899,797,.000,.00%,.39%,0,0,"$398,340.1","$161,731,500.0",1,.000
OK_class_2,Shreveport LA,TV,2020-10-27,.7%,0,0,0,3.899,797,.000,.00%,.37%,0,0,"$398,340.1","$162,129,840.0",1,.000
OK_class_2,Wichita Falls TX & Lawton OK,TV,2020-10-20,4.7%,0,1007,-1007,.213,318,.000,.02%,.45%,0,0,"$159,056.0","$162,288,900.0",0,.000
OK_class_2,Wichita Falls TX & Lawton OK,TV,2020-10-27,4.7%,0,1003,-1003,.213,318,.000,.02%,.41%,0,0,"$159,056.0","$162,447,950.0",0,.000
OK_class_2,Amarillo TX,TV,2020-10-20,.5%,0,1049,-1049,2.439,384,.000,.00%,.42%,0,0,"$192,025.2","$162,639,980.0",0,.000
OK_class_2,Amarillo TX,TV,2020-10-27,.5%,0,1016,-1016,2.439,384,.000,.00%,.40%,0,0,"$192,025.2","$162,832,020.0",0,.000
OK_class_2,Oklahoma City OK,TV,2020-10-20,49.5%,0,1007,-1007,.099,1396,.000,.21%,.41%,0,107,"$697,912.1","$163,529,940.0",0,.000
OK_class_2,Oklahoma City OK,TV,2020-10-27,49.5%,0,1006,-1006,.099,1396,.000,.20%,.40%,0,0,"$697,912.1","$164,227,860.0",0,.000
OK_class_2,Sherman TX-Ada OK,TV,2020-10-20,5.4%,0,0,0,.165,260,.000,.02%,.38%,0,0,"$129,878.4","$164,357,730.0",1,.000
OK_class_2,Sherman TX-Ada OK,TV,2020-10-27,5.4%,0,0,0,.165,260,.000,.02%,.34%,0,0,"$129,878.4","$164,487,600.0",1,.000
OK_class_2,Ft. Smith-Fayetteville-Springdale-Rogers AR,TV,2020-10-20,2.1%,0,0,0,1.008,641,.000,.01%,.38%,0,0,"$320,638.6","$164,808,240.0",1,.000
OK_class_2,Ft. Smith-Fayetteville-Springdale-Rogers AR,TV,2020-10-27,2.1%,0,0,0,1.008,641,.000,.01%,.34%,0,0,"$320,638.6","$165,128,880.0",1,.000
OK_class_2,Tulsa OK,TV,2020-10-20,36.3%,0,1025,-1025,.101,1048,.000,.16%,.45%,0,0,"$524,123.5","$165,653,010.0",0,.000
OK_class_2,Tulsa OK,TV,2020-10-27,36.3%,0,1019,-1019,.101,1048,.000,.15%,.40%,0,0,"$524,123.5","$166,177,140.0",0,.000
SD_class_2,Sioux City IA,TV,2020-10-20,2.1%,91,0,91,3.323,460,.000,.01%,.66%,0,0,"$230,000.0","$166,407,140.0",1,.000
SD_class_2,Sioux City IA,TV,2020-10-27,2.1%,68,0,68,3.323,460,.000,.01%,.58%,0,0,"$230,000.0","$166,637,140.0",1,.000
SD_class_2,Minot-Bismarck-Dickinson ND,TV,2020-10-20,.2%,0,0,0,24.613,292,.000,.00%,.51%,0,0,"$145,957.9","$166,783,090.0",1,.000
SD_class_2,Minot-Bismarck-Dickinson ND,TV,2020-10-27,.2%,0,0,0,24.613,292,.000,.00%,.58%,0,0,"$145,957.9","$166,929,040.0",1,.000
SD_class_2,Sioux Falls (Mitchell) SD,TV,2020-10-20,72.4%,0,0,0,.112,508,.000,.46%,.63%,0,0,"$253,944.1","$167,182,990.0",1,.000
SD_class_2,Sioux Falls (Mitchell) SD,TV,2020-10-27,72.4%,0,0,0,.112,508,.000,.42%,.58%,0,0,"$253,944.1","$167,436,940.0",1,.000
SD_class_2,Rapid City SD,TV,2020-10-20,25.1%,41,0,41,.117,193,.000,.17%,.66%,0,0,"$96,341.6","$167,533,280.0",1,.000
SD_class_2,Rapid City SD,TV,2020-10-27,25.1%,29,0,29,.117,193,.000,.15%,.58%,0,0,"$96,341.6","$167,629,620.0",1,.000
TN_class_2,Tri-Cities TN-VA,TV,2020-10-20,7.5%,0,0,0,.154,650,.000,.04%,.51%,0,0,"$324,818.9","$167,954,430.0",1,.000
TN_class_2,Tri-Cities TN-VA,TV,2020-10-27,7.5%,0,0,0,.154,650,.000,.03%,.38%,0,0,"$324,818.9","$168,279,250.0",1,.000
TN_class_2,Knoxville TN,TV,2020-10-20,19.9%,0,0,0,.104,1117,.000,.10%,.51%,0,0,"$558,389.8","$168,837,630.0",1,.000
TN_class_2,Knoxville TN,TV,2020-10-27,19.9%,0,0,0,.104,1117,.000,.08%,.38%,0,0,"$558,389.8","$169,396,020.0",1,.000
TN_class_2,Chattanooga TN,TV,2020-10-20,10.0%,0,0,0,.147,778,.000,.05%,.51%,0,0,"$388,782.6","$169,784,800.0",1,.000
TN_class_2,Chattanooga TN,TV,2020-10-27,10.0%,0,0,0,.147,778,.000,.04%,.38%,0,0,"$388,782.6","$170,173,580.0",1,.000
TN_class_2,Paducah KY-Cape Girardeau MO-Harrisburg IL,TV,2020-10-20,1.0%,0,0,0,1.490,827,.000,.00%,.51%,0,0,"$413,306.4","$170,586,900.0",1,.000
TN_class_2,Paducah KY-Cape Girardeau MO-Harrisburg IL,TV,2020-10-27,1.0%,0,0,0,1.490,827,.000,.00%,.38%,0,0,"$413,306.4","$171,000,210.0",1,.000
TN_class_2,Jackson TN,TV,2020-10-20,3.6%,0,0,0,.099,197,.000,.02%,.51%,0,0,"$98,269.9","$171,098,480.0",1,.000
TN_class_2,Jackson TN,TV,2020-10-27,3.6%,0,0,0,.099,197,.000,.01%,.38%,0,0,"$98,269.9","$171,196,750.0",1,.000
TN_class_2,Memphis TN,TV,2020-10-20,17.2%,0,0,0,.152,1433,.000,.09%,.51%,0,0,"$716,328.3","$171,913,090.0",1,.000
TN_class_2,Memphis TN,TV,2020-10-27,17.2%,0,0,0,.152,1433,.000,.07%,.38%,0,0,"$716,328.3","$172,629,420.0",1,.000
TN_class_2,Nashville TN,TV,2020-10-20,40.4%,0,0,0,.107,2253,.000,.21%,.51%,0,0,"$1,126,398.4","$173,755,820.0",1,.000
TN_class_2,Nashville TN,TV,2020-10-27,40.4%,0,0,0,.107,2253,.000,.15%,.38%,0,0,"$1,126,398.4","$174,882,220.0",1,.000
TN_class_2,Huntsville-Decatur (Florence) AL,TV,2020-10-20,.5%,0,0,0,3.207,911,.000,.00%,.51%,0,0,"$455,733.0","$175,337,950.0",1,.000
TN_class_2,Huntsville-Decatur (Florence) AL,TV,2020-10-27,.5%,0,0,0,3.207,911,.000,.00%,.38%,0,0,"$455,733.0","$175,793,680.0",1,.000
WV_class_2,Pittsburgh PA,TV,2020-10-20,6.9%,0,0,0,.432,474,.000,.05%,.67%,0,0,"$237,000.0","$176,030,690.0",1,.000
WV_class_2,Pittsburgh PA,TV,2020-10-27,6.9%,0,0,0,.432,474,.000,.04%,.60%,0,0,"$237,000.0","$176,267,680.0",1,.000
WV_class_2,Washington DC (Hagerstown MD),TV,2020-10-20,14.9%,0,0,0,2.577,5829,.000,.10%,.67%,0,0,"$2,914,513.2","$179,182,190.0",1,.000
WV_class_2,Washington DC (Hagerstown MD),TV,2020-10-27,14.9%,0,0,0,2.577,5829,.000,.09%,.60%,0,0,"$2,914,513.2","$182,096,700.0",1,.000
WV_class_2,Wheeling WV-Steubenville OH,TV,2020-10-20,8.7%,0,0,0,.208,292,.000,.06%,.67%,0,0,"$146,221.7","$182,242,930.0",1,.000
WV_class_2,Wheeling WV-Steubenville OH,TV,2020-10-27,8.7%,0,0,0,.208,292,.000,.05%,.60%,0,0,"$146,221.7","$182,389,150.0",1,.000
WV_class_2,Bluefield-Beckley-Oak Hill WV,TV,2020-10-20,15.0%,0,0,0,.113,266,.000,.10%,.67%,0,0,"$133,038.3","$182,522,190.0",1,.000
WV_class_2,Bluefield-Beckley-Oak Hill WV,TV,2020-10-27,15.0%,0,0,0,.113,266,.000,.09%,.60%,0,0,"$133,038.3","$182,655,230.0",1,.000
WV_class_2,Charleston-Huntington WV,TV,2020-10-20,33.6%,0,0,0,.190,964,.000,.19%,.58%,0,0,"$482,197.5","$183,137,420.0",1,.000
WV_class_2,Charleston-Huntington WV,TV,2020-10-27,33.6%,0,0,0,.190,964,.000,.20%,.60%,0,0,"$482,197.5","$183,619,620.0",1,.000
WV_class_2,Harrisonburg VA,TV,2020-10-20,.4%,0,0,0,3.434,199,.000,.00%,.46%,0,0,"$99,631.6","$183,719,250.0",1,.000
WV_class_2,Harrisonburg VA,TV,2020-10-27,.4%,0,0,0,3.434,199,.000,.00%,.47%,0,0,"$99,631.6","$183,818,880.0",1,.000
WV_class_2,Roanoke-Lynchburg VA,TV,2020-10-20,.5%,0,0,0,13.952,948,.000,.00%,.47%,0,0,"$474,076.7","$184,292,960.0",1,.000
WV_class_2,Roanoke-Lynchburg VA,TV,2020-10-27,.5%,0,0,0,13.952,948,.000,.00%,.47%,0,0,"$474,076.7","$184,767,040.0",1,.000
WV_class_2,Parkersburg WV,TV,2020-10-20,5.3%,0,0,0,.166,133,.000,.02%,.38%,0,0,"$66,267.9","$184,833,310.0",1,.000
WV_class_2,Parkersburg WV,TV,2020-10-27,5.3%,0,0,0,.166,133,.000,.03%,.60%,0,0,"$66,267.9","$184,899,580.0",1,.000
WV_class_2,Clarksburg-Weston WV,TV,2020-10-20,14.6%,0,0,0,.099,212,.000,.08%,.52%,0,0,"$106,129.9","$185,005,710.0",1,.000
WV_class_2,Clarksburg-Weston WV,TV,2020-10-27,14.6%,0,0,0,.099,212,.000,.09%,.60%,0,0,"$106,129.9","$185,111,840.0",1,.000
WY_class_2,Denver CO,TV,2020-10-20,20.1%,0,0,0,5.275,3768,.000,.14%,.67%,0,0,"$1,884,091.4","$186,995,940.0",1,.000
WY_class_2,Denver CO,TV,2020-10-27,20.1%,0,0,0,5.275,3768,.000,.12%,.62%,0,0,"$1,884,091.4","$188,880,030.0",1,.000
WY_class_2,Billings MT,TV,2020-10-20,8.1%,0,0,0,.743,211,.000,.05%,.67%,0,0,"$105,607.1","$188,985,630.0",1,.000
WY_class_2,Billings MT,TV,2020-10-27,8.1%,0,0,0,.743,211,.000,.05%,.62%,0,0,"$105,607.1","$189,091,230.0",1,.000
WY_class_2,Idaho Falls-Pocatello ID,TV,2020-10-20,5.5%,0,0,0,1.712,256,.000,.04%,.67%,0,0,"$128,018.6","$189,219,250.0",1,.000
WY_class_2,Idaho Falls-Pocatello ID,TV,2020-10-27,5.5%,0,0,0,1.712,256,.000,.03%,.62%,0,0,"$128,018.6","$189,347,260.0",1,.000
WY_class_2,Cheyenne WY-Scottsbluff NE,TV,2020-10-20,18.7%,0,0,0,.142,100,.000,.13%,.67%,0,0,"$50,162.8","$189,397,420.0",1,.000
