District,DMA,Channel,Week,Percent Of State,Dem GRPs,Rep GRPs,Net GRPs,Cost Per Impression,CPPs,Value Per Dollar,Change In State Voteshare,Change In DMA Voteshare,Forecasted Cand Dem GRPs,Forecasted Cand Rep GRPs,Cost,Cumulative,Speculative,Speculative -  Value Per Dollar
ME_class_2,Presque Isle ME,TV,2020-10-20,4.6%,3533,3777,-243,.164,100,.991,.01%,.17%,0,0,"$50,000.0","$92,500.0",0,1.000
GA_class_2,Albany GA,TV,2020-10-20,3.6%,1777,3216,-1439,.025,85,1.000,.01%,.33%,0,0,"$42,500.0","$42,500.0",0,.951
GA_class_2,Augusta GA,TV,2020-10-20,4.5%,1401,3488,-2087,.024,100,.982,.01%,.33%,347.48288,0,"$50,000.0","$142,500.0",0,.935
GA_class_2,Augusta GA,TV,2020-10-27,4.5%,1355,5311,-3956,.024,100,.862,.01%,.26%,259.94977,0,"$50,000.0","$192,500.0",0,.820
ME_class_2,Presque Isle ME,TV,2020-10-27,4.6%,3746,4071,-325,.164,100,.809,.01%,.14%,0,0,"$50,000.0","$242,500.0",0,.816
GA_class_2,Albany GA,TV,2020-10-27,3.6%,2106,3539,-1433,.025,85,.784,.01%,.27%,0,0,"$42,500.0","$285,000.0",0,.746
MT_class_2,Glendive MT,TV,2020-10-20,1.0%,258,271,-13,.368,30,.679,.00%,.27%,1769.7194,955,"$15,000.0","$300,000.0",0,.660
KY_class_2,Evansville IN,TV,2020-10-20,6.7%,483,1361,-879,.057,150,.678,.03%,.48%,386.11404,0,"$75,000.0","$375,000.0",0,.623
KY_class_2,Evansville IN,TV,2020-10-27,6.7%,670,1354,-684,.057,150,.678,.04%,.53%,681.2465,0,"$75,000.0","$450,000.0",0,.622
MI_class_2,Marquette MI,TV,2020-10-20,2.2%,700,0,700,.038,75,.421,.01%,.33%,1871.8988,3490,"$37,500.0","$662,500.0",0,.469
KY_class_2,Paducah KY-Cape Girardeau MO-Harrisburg IL,TV,2020-10-27,5.6%,1351,1093,258,.078,175,.489,.03%,.50%,0,592,"$87,500.0","$537,500.0",0,.449
MI_class_2,Marquette MI,TV,2020-10-27,2.2%,456,0,456,.038,75,.400,.01%,.30%,1078.7585,1824,"$37,500.0","$925,000.0",0,.445
MI_class_2,Flint-Saginaw-Bay City MI,TV,2020-10-27,11.4%,1503,1259,244,.021,230,.383,.02%,.17%,1016.0128,404,"$115,000.0","$1,265,000.0",0,.426
KY_class_2,Paducah KY-Cape Girardeau MO-Harrisburg IL,TV,2020-10-20,5.6%,1244,1101,143,.078,175,.455,.03%,.51%,0,0,"$87,500.0","$625,000.0",0,.417
MI_class_2,Flint-Saginaw-Bay City MI,TV,2020-10-20,11.4%,2102,1281,821,.021,230,.370,.02%,.18%,2622.293,1602,"$115,000.0","$1,395,000.0",0,.412
KS_class_2,Kansas City MO,TV,2020-10-20,38.5%,2479,1893,586,.052,450,.408,.08%,.20%,0,0,"$225,000.0","$887,500.0",0,.382
MT_class_2,Glendive MT,TV,2020-10-27,1.0%,262,279,-17,.368,30,.374,.00%,.13%,0,0,"$15,000.0","$1,280,000.0",0,.364
KS_class_2,Kansas City MO,TV,2020-10-27,38.5%,2511,888,1622,.052,450,.385,.08%,.21%,0,0,"$225,000.0","$1,150,000.0",0,.361
MI_class_2,Detroit MI,TV,2020-10-27,49.0%,1656,1563,94,.027,1200,.305,.08%,.17%,879.90173,0,"$600,000.0","$2,345,000.0",0,.340
GA_class_2,Savannah GA,TV,2020-10-20,6.4%,2775,7305,-4530,.058,350,.349,.02%,.32%,0,0,"$175,000.0","$1,570,000.0",0,.332
MI_class_2,Detroit MI,TV,2020-10-20,49.0%,1845,1929,-84,.027,1200,.297,.09%,.18%,2708.139,889,"$600,000.0","$3,280,000.0",0,.331
GA_class_2,Savannah GA,TV,2020-10-27,6.4%,1691,11805,-10114,.058,350,.305,.02%,.26%,208.0353,0,"$175,000.0","$2,520,000.0",0,.290
GA_class_2,Tallahassee FL-Thomasville GA,TV,2020-10-20,2.3%,480,0,480,.080,175,.320,.01%,.36%,0,0,"$87,500.0","$1,657,500.0",1,.277
GA_class_2,Chattanooga TN,TV,2020-10-20,2.4%,1090,503,587,.092,213,.289,.01%,.36%,0,0,"$106,404.6","$3,546,404.8",0,.275
KY_class_2,Charleston-Huntington WV,TV,2020-10-27,6.2%,438,1034,-595,.121,320,.298,.03%,.56%,889.4333,109,"$160,000.0","$2,680,000.0",0,.274
KY_class_2,Charleston-Huntington WV,TV,2020-10-20,6.2%,434,1054,-620,.121,320,.292,.03%,.51%,445.40445,0,"$160,000.0","$3,440,000.0",0,.268
GA_class_2,Chattanooga TN,TV,2020-10-27,2.4%,1098,503,596,.092,213,.279,.01%,.35%,0,0,"$106,404.6","$3,652,809.5",0,.266
GA_class_2,Tallahassee FL-Thomasville GA,TV,2020-10-27,2.3%,483,0,483,.080,175,.305,.01%,.31%,0,0,"$87,500.0","$1,745,000.0",1,.259
KS_class_2,Joplin MO-Pittsburg KS,TV,2020-10-20,4.7%,885,159,725,.138,160,.248,.02%,.37%,0,0,"$80,000.0","$3,732,809.5",0,.232
IA_class_2,Des Moines-Ames IA,TV,2020-10-20,37.6%,11478,7901,3577,.060,580,.217,.01%,.02%,12578.043,11397,"$290,000.0","$4,182,809.5",0,.219
KS_class_2,Joplin MO-Pittsburg KS,TV,2020-10-27,4.7%,1437,0,1437,.138,160,.248,.02%,.41%,0,0,"$80,000.0","$3,812,809.5",1,.218
GA_class_2,Columbus GA,TV,2020-10-20,2.8%,2975,5078,-2103,.063,160,.226,.01%,.22%,0,0,"$80,000.0","$3,892,809.5",0,.215
CO_class_2,Colorado Springs-Pueblo CO,TV,2020-10-20,17.0%,1580,1428,152,.024,205,.186,.05%,.26%,2389.1365,3336,"$102,500.0","$4,704,309.5",0,.192
GA_class_2,Columbus GA,TV,2020-10-27,2.8%,2504,8529,-6025,.063,160,.199,.01%,.19%,0,0,"$80,000.0","$4,262,809.5",0,.189
IA_class_2,Des Moines-Ames IA,TV,2020-10-27,37.6%,10396,7346,3050,.060,580,.182,.01%,.02%,12575.055,0,"$290,000.0","$4,994,309.5",0,.183
KY_class_2,Cincinnati OH,TV,2020-10-27,10.8%,2879,2534,345,.076,339,.194,.03%,.24%,0,0,"$169,500.0","$4,432,309.5",0,.179
KY_class_2,Cincinnati OH,TV,2020-10-20,10.8%,2500,2632,-132,.076,339,.191,.02%,.22%,0,0,"$169,500.0","$4,601,809.5",0,.175
SC_class_2,Columbia SC,TV,2020-10-20,22.0%,7861,4807,3054,.036,350,.174,.00%,.02%,8318.281,13090,"$175,000.0","$5,169,309.5",0,.169
SC_class_2,Columbia SC,TV,2020-10-27,22.0%,7382,3043,4338,.036,350,.173,.00%,.02%,8659.006,13313,"$175,000.0","$5,344,309.5",0,.168
IA_class_2,Ottumwa IA-Kirksville MO,TV,2020-10-20,2.0%,4162,1333,2830,.082,45,.165,.00%,.02%,0,0,"$22,500.0","$5,366,809.5",0,.166
MI_class_2,Alpena MI,TV,2020-10-20,.4%,382,0,382,.111,45,.161,.00%,.36%,0,0,"$22,500.0","$5,389,309.5",1,.163
IA_class_2,Ottumwa IA-Kirksville MO,TV,2020-10-27,2.0%,4174,1383,2791,.082,45,.160,.00%,.02%,0,0,"$22,500.0","$5,411,809.5",0,.162
IA_class_2,Cedar Rapids-Waterloo-Iowa City & Dubuque IA,TV,2020-10-20,29.4%,16543,8577,7966,.086,659,.149,.01%,.02%,6891.311,0,"$329,500.0","$5,853,809.5",0,.150
MI_class_2,Alpena MI,TV,2020-10-27,.4%,370,0,370,.111,45,.148,.00%,.29%,0,0,"$22,500.0","$5,876,309.5",1,.148
GA_class_2,Macon GA,TV,2020-10-20,6.3%,2622,2901,-279,.041,225,.155,.01%,.09%,2884.9407,1230,"$112,500.0","$5,524,309.5",0,.147
GA_class_3,Atlanta GA,TV,2020-10-20,68.7%,1007,793,214,.018,1100,.141,.32%,.46%,0,0,"$550,000.0","$6,426,309.5",0,.141
CO_class_2,Colorado Springs-Pueblo CO,TV,2020-10-27,17.0%,1591,509,1082,.024,205,.136,.03%,.20%,0,0,"$102,500.0","$6,528,809.5",0,.140
SC_class_2,Augusta GA,TV,2020-10-20,5.1%,2302,2281,22,.050,113,.134,.00%,.02%,1417.4604,275,"$56,500.0","$6,585,309.5",0,.131
SC_class_2,Augusta GA,TV,2020-10-27,5.1%,3799,3398,401,.050,113,.130,.00%,.02%,447.4213,0,"$56,500.0","$6,754,309.5",0,.126
IA_class_2,Cedar Rapids-Waterloo-Iowa City & Dubuque IA,TV,2020-10-27,29.4%,17314,7420,9893,.086,659,.125,.00%,.02%,78.25407,0,"$329,500.0","$7,083,809.5",0,.126
GA_class_2,Macon GA,TV,2020-10-27,6.3%,3122,7838,-4716,.041,225,.130,.00%,.08%,307.1857,0,"$112,500.0","$6,697,809.5",0,.124
MT_class_2,Great Falls MT,TV,2020-10-20,14.4%,6139,3279,2861,.562,684,.123,.01%,.08%,0,0,"$342,000.0","$7,425,809.5",0,.120
SC_class_2,Charleston SC,TV,2020-10-20,18.6%,4329,7948,-3620,.052,430,.120,.00%,.02%,10779.574,385,"$215,000.0","$7,640,809.5",0,.116
SC_class_2,Charleston SC,TV,2020-10-27,18.6%,5013,4997,16,.052,430,.119,.00%,.02%,9987.353,2211,"$215,000.0","$7,855,809.5",0,.115
MT_class_2,Butte-Bozeman MT,TV,2020-10-20,18.9%,5558,3652,1906,.589,943,.117,.01%,.08%,0,0,"$471,500.0","$8,477,310.0",0,.114
SC_class_2,Myrtle Beach-Florence SC,TV,2020-10-20,12.5%,8794,3843,4951,.050,300,.117,.00%,.02%,0,0,"$150,000.0","$8,005,809.5",0,.114
ME_class_2,Portland-Auburn ME,TV,2020-10-20,70.6%,4016,2602,1414,.163,1435,.112,.01%,.02%,14121.307,13714,"$717,500.0","$9,894,810.0",0,.113
SC_class_2,Myrtle Beach-Florence SC,TV,2020-10-27,12.5%,8995,2903,6092,.050,300,.116,.00%,.02%,0,0,"$150,000.0","$8,627,310.0",0,.113
GA_class_3,Atlanta GA,TV,2020-10-27,68.7%,1137,923,214,.018,1100,.112,.25%,.36%,0,0,"$550,000.0","$9,177,310.0",0,.113
AK_class_2,Juneau AK,TV,2020-10-20,9.0%,2105,1614,491,.461,200,.110,.03%,.34%,0,0,"$100,000.0","$9,994,810.0",0,.111
MI_class_2,South Bend-Elkhart IN,TV,2020-10-20,2.1%,425,0,425,.147,313,.108,.01%,.36%,0,0,"$156,283.7","$10,376,094.0",1,.110
GA_class_3,Augusta GA,TV,2020-10-20,4.5%,747,565,182,.024,100,.107,.02%,.50%,0,0,"$50,000.0","$10,426,094.0",0,.108
MI_class_2,South Bend-Elkhart IN,TV,2020-10-27,2.1%,69,0,69,.147,313,.104,.01%,.32%,0,0,"$156,283.7","$10,582,378.0",1,.102
AK_class_2,Juneau AK,TV,2020-10-27,9.0%,1699,1608,91,.461,200,.100,.03%,.33%,0,0,"$100,000.0","$10,907,378.0",0,.101
MI_class_2,Toledo OH,TV,2020-10-20,1.0%,0,0,0,.195,177,.094,.00%,.36%,0,0,"$88,500.0","$11,212,161.0",1,.095
GA_class_2,Jacksonville FL,TV,2020-10-20,2.0%,287,0,287,.235,450,.109,.01%,.36%,0,0,"$225,000.0","$10,219,810.0",1,.094
ME_class_2,Portland-Auburn ME,TV,2020-10-27,70.6%,3945,2607,1337,.163,1435,.092,.01%,.02%,14105.501,1736,"$717,500.0","$11,929,661.0",0,.093
IA_class_2,Sioux Falls (Mitchell) SD,TV,2020-10-20,.6%,0,0,0,2.832,433,.100,.00%,.36%,0,0,"$216,283.3","$11,123,661.0",1,.092
GA_class_3,Augusta GA,TV,2020-10-27,4.5%,747,631,116,.024,100,.088,.02%,.40%,0,0,"$50,000.0","$12,154,661.0",0,.088
GA_class_2,Jacksonville FL,TV,2020-10-27,2.0%,258,0,258,.235,450,.104,.01%,.31%,0,0,"$225,000.0","$10,807,378.0",1,.088
KS_class_2,Topeka KS,TV,2020-10-20,15.5%,4152,3213,939,.097,350,.091,.02%,.10%,0,0,"$175,000.0","$12,104,661.0",0,.086
KS_class_2,Topeka KS,TV,2020-10-27,15.5%,3685,2324,1361,.097,350,.084,.01%,.09%,0,0,"$175,000.0","$12,545,944.0",0,.079
MI_class_2,Toledo OH,TV,2020-10-27,1.0%,0,0,0,.195,177,.077,.00%,.29%,0,0,"$88,500.0","$13,184,444.0",1,.077
IA_class_2,Sioux Falls (Mitchell) SD,TV,2020-10-27,.6%,0,0,0,2.832,433,.084,.00%,.30%,0,0,"$216,283.3","$12,370,944.0",1,.077
CO_class_2,Grand Junction-Montrose CO,TV,2020-10-20,3.5%,1020,1023,-3,.070,120,.073,.01%,.28%,0,0,"$60,000.0","$13,244,444.0",0,.075
GA_class_2,Atlanta GA,TV,2020-10-27,68.7%,3853,3476,376,.018,1100,.077,.01%,.02%,0,0,"$550,000.0","$13,095,944.0",0,.074
ME_class_2,Bangor ME,TV,2020-10-27,24.8%,4315,5557,-1242,.270,850,.069,.00%,.02%,0,0,"$425,000.0","$14,219,444.0",0,.070
GA_class_2,Atlanta GA,TV,2020-10-20,68.7%,3821,3029,792,.018,1100,.072,.01%,.02%,7182.3535,2117,"$550,000.0","$13,794,444.0",0,.069
ME_class_2,Bangor ME,TV,2020-10-20,24.8%,4066,5372,-1305,.270,850,.067,.00%,.02%,8863.464,0,"$425,000.0","$14,759,444.0",0,.067
IA_class_2,Quincy IL-Hannibal MO-Keokuk IA,TV,2020-10-20,1.0%,3686,1938,1748,.222,65,.065,.00%,.02%,0,0,"$32,500.0","$14,791,944.0",0,.065
IA_class_2,Quincy IL-Hannibal MO-Keokuk IA,TV,2020-10-27,1.0%,3625,1959,1666,.222,65,.065,.00%,.02%,0,0,"$32,500.0","$14,824,444.0",0,.065
IA_class_2,Omaha NE,TV,2020-10-20,6.0%,7127,2920,4206,.196,330,.064,.00%,.02%,0,0,"$165,000.0","$15,104,444.0",0,.065
KS_class_2,Wichita-Hutchinson KS,TV,2020-10-20,39.7%,4068,2748,1320,.025,230,.069,.01%,.02%,13135.819,230,"$115,000.0","$14,334,444.0",0,.064
GA_class_3,Macon GA,TV,2020-10-20,6.3%,1044,638,405,.041,225,.064,.03%,.48%,0,0,"$112,500.0","$15,216,944.0",0,.064
AK_class_2,Fairbanks AK,TV,2020-10-20,15.7%,4275,8559,-4283,.235,200,.061,.02%,.14%,0,0,"$100,000.0","$16,566,944.0",0,.061
SC_class_2,Greenville-Spartanburg SC-Asheville NC-Anderson SC,TV,2020-10-20,28.0%,7887,8020,-133,.099,1250,.062,.01%,.02%,3999.7869,0,"$625,000.0","$15,841,944.0",0,.060
KS_class_2,Wichita-Hutchinson KS,TV,2020-10-27,39.7%,3837,1990,1847,.025,230,.064,.01%,.02%,4316.394,0,"$115,000.0","$14,939,444.0",0,.060
SC_class_2,Greenville-Spartanburg SC-Asheville NC-Anderson SC,TV,2020-10-27,28.0%,8883,5146,3736,.099,1250,.062,.01%,.02%,1746.477,0,"$625,000.0","$16,466,944.0",0,.060
CO_class_2,Denver CO,TV,2020-10-20,77.9%,3253,3436,-183,.022,820,.058,.06%,.08%,5389.53,4023,"$410,000.0","$17,474,184.0",0,.059
MI_class_2,Lansing MI,TV,2020-10-20,6.6%,4031,0,4031,.148,885,.040,.01%,.13%,0,970,"$442,500.0","$23,953,190.0",0,.059
MI_class_2,Lansing MI,TV,2020-10-27,6.6%,1967,0,1967,.148,885,.045,.01%,.15%,0,0,"$442,500.0","$21,332,870.0",1,.059
IA_class_2,Davenport IA-Rock Island-Moline IL,TV,2020-10-20,11.1%,14379,9120,5259,.210,642,.058,.00%,.02%,0,0,"$321,000.0","$17,064,184.0",0,.058
NC_class_2,Myrtle Beach-Florence SC,TV,2020-10-20,1.3%,0,0,0,.222,282,.054,.00%,.34%,0,0,"$140,993.9","$18,856,178.0",1,.058
NC_class_2,Greenville-New Bern-Washington NC,TV,2020-10-20,7.3%,4688,3232,1456,.057,388,.054,.01%,.09%,739.2828,0,"$194,000.0","$19,050,178.0",0,.057
IA_class_2,Omaha NE,TV,2020-10-27,6.0%,6908,2411,4497,.196,330,.057,.00%,.02%,0,0,"$165,000.0","$17,981,184.0",0,.057
MT_class_2,Great Falls MT,TV,2020-10-27,14.4%,5959,3563,2396,.562,684,.057,.01%,.04%,0,0,"$342,000.0","$17,816,184.0",0,.055
AK_class_2,Fairbanks AK,TV,2020-10-27,15.7%,3932,8753,-4821,.235,200,.055,.02%,.12%,0,0,"$100,000.0","$18,081,184.0",0,.055
CO_class_2,Grand Junction-Montrose CO,TV,2020-10-27,3.5%,1014,319,695,.070,120,.052,.01%,.20%,0,0,"$60,000.0","$19,415,758.0",0,.054
MT_class_2,Butte-Bozeman MT,TV,2020-10-27,18.9%,5656,4076,1580,.589,943,.054,.01%,.04%,0,0,"$471,500.0","$18,715,184.0",0,.053
GA_class_3,Macon GA,TV,2020-10-27,6.3%,1493,615,878,.041,225,.051,.03%,.40%,0,0,"$112,500.0","$19,548,796.0",0,.051
KY_class_2,Lexington KY,TV,2020-10-27,29.1%,1360,1336,24,.028,325,.054,.01%,.03%,14997.259,14667,"$162,500.0","$18,243,684.0",0,.050
MI_class_2,Grand Rapids-Kalamazoo-Battle Creek MI,TV,2020-10-27,20.2%,2056,2415,-359,.023,420,.044,.00%,.02%,1842.949,0,"$210,000.0","$21,542,870.0",0,.049
NC_class_2,Greenville-New Bern-Washington NC,TV,2020-10-27,7.3%,4731,2325,2406,.057,388,.046,.01%,.08%,0,0,"$194,000.0","$20,890,370.0",0,.049
GA_class_3,Albany GA,TV,2020-10-20,3.6%,2299,715,1584,.025,85,.049,.01%,.26%,0,0,"$42,500.0","$20,059,376.0",0,.049
IA_class_2,Davenport IA-Rock Island-Moline IL,TV,2020-10-27,11.1%,14084,7523,6562,.210,642,.048,.00%,.02%,0,0,"$321,000.0","$20,380,376.0",0,.049
NC_class_2,Myrtle Beach-Florence SC,TV,2020-10-27,1.3%,0,0,0,.222,282,.046,.00%,.32%,0,0,"$140,993.9","$20,521,370.0",1,.046
KY_class_2,Lexington KY,TV,2020-10-20,29.1%,1282,1359,-76,.028,325,.049,.01%,.02%,15000,14657,"$162,500.0","$20,016,876.0",0,.045
KY_class_2,Tri-Cities TN-VA,TV,2020-10-27,.7%,0,0,0,.604,176,.060,.00%,.49%,0,0,"$88,119.9","$16,655,064.0",1,.045
SC_class_2,Savannah GA,TV,2020-10-20,5.0%,3163,1482,1680,.162,350,.046,.00%,.02%,0,0,"$175,000.0","$20,696,370.0",0,.045
KS_class_2,St. Joseph MO,TV,2020-10-20,.3%,0,0,0,.678,41,.051,.00%,.37%,0,0,"$20,537.7","$19,436,296.0",1,.043
KY_class_2,Tri-Cities TN-VA,TV,2020-10-20,.7%,0,0,0,.604,176,.060,.00%,.48%,0,0,"$88,119.9","$16,743,184.0",1,.043
MT_class_2,Minot-Bismarck-Dickinson ND,TV,2020-10-20,2.7%,109,0,109,7.051,1622,.043,.01%,.30%,0,0,"$810,864.1","$22,586,772.0",1,.043
MI_class_2,Grand Rapids-Kalamazoo-Battle Creek MI,TV,2020-10-20,20.2%,2644,2225,418,.023,420,.038,.00%,.02%,12929.757,2875,"$210,000.0","$24,418,190.0",0,.043
AZ_class_2,Yuma AZ-El Centro CA,TV,2020-10-20,2.2%,707,0,707,.095,137,.040,.01%,.33%,0,0,"$68,500.0","$23,255,690.0",1,.042
IA_class_2,Sioux City IA,TV,2020-10-20,8.7%,11069,6742,4327,.300,713,.041,.00%,.02%,0,0,"$356,500.0","$23,149,690.0",0,.041
KY_class_2,Nashville TN,TV,2020-10-27,4.0%,0,0,0,.352,611,.053,.01%,.26%,0,0,"$305,579.8","$19,355,758.0",1,.041
KY_class_2,Louisville KY,TV,2020-10-27,30.7%,2457,1457,1000,.034,425,.044,.01%,.03%,14991.818,4840,"$212,500.0","$21,775,908.0",0,.040
GA_class_3,Albany GA,TV,2020-10-27,3.6%,2299,755,1543,.025,85,.040,.01%,.21%,0,0,"$42,500.0","$23,510,690.0",0,.040
SC_class_2,Savannah GA,TV,2020-10-27,5.0%,4850,1720,3129,.162,350,.041,.00%,.02%,0,0,"$175,000.0","$22,761,772.0",0,.040
GA_class_3,Savannah GA,TV,2020-10-20,6.4%,1610,675,935,.058,350,.040,.03%,.48%,0,0,"$175,000.0","$24,128,190.0",0,.040
GA_class_3,Columbus GA,TV,2020-10-20,2.8%,1434,536,898,.063,160,.039,.01%,.50%,0,0,"$80,000.0","$24,208,190.0",0,.039
GA_class_3,Tallahassee FL-Thomasville GA,TV,2020-10-20,2.3%,0,0,0,.080,175,.035,.01%,.63%,0,0,"$87,500.0","$24,846,162.0",1,.038
NC_class_2,Norfolk-Portsmouth-Newport News VA,TV,2020-10-20,1.8%,0,0,0,.379,634,.035,.01%,.34%,0,0,"$316,831.8","$25,162,994.0",1,.038
KY_class_2,Bowling Green KY,TV,2020-10-20,4.7%,289,582,-293,.040,75,.041,.00%,.02%,4019.526,2379,"$37,500.0","$23,187,190.0",0,.037
KS_class_2,St. Joseph MO,TV,2020-10-27,.3%,0,0,0,.678,41,.044,.00%,.32%,0,0,"$20,537.7","$21,563,408.0",1,.037
KY_class_2,Nashville TN,TV,2020-10-20,4.0%,0,0,0,.352,611,.049,.01%,.26%,0,0,"$305,579.8","$19,854,376.0",1,.037
KY_class_2,Louisville KY,TV,2020-10-20,30.7%,2383,1487,896,.034,425,.040,.01%,.02%,9355.652,2894,"$212,500.0","$23,468,190.0",0,.037
GA_class_2,Dothan AL,TV,2020-10-20,.1%,0,0,0,.660,63,.041,.00%,.36%,0,0,"$31,418.7","$22,793,190.0",1,.035
KY_class_2,Bowling Green KY,TV,2020-10-27,4.7%,320,595,-276,.040,75,.038,.00%,.03%,14941.183,4315,"$37,500.0","$24,455,690.0",0,.035
IA_class_2,Sioux City IA,TV,2020-10-27,8.7%,11053,5732,5321,.300,713,.034,.00%,.02%,0,0,"$356,500.0","$25,519,494.0",0,.035
CO_class_2,Denver CO,TV,2020-10-27,77.9%,3458,2017,1441,.022,820,.033,.03%,.04%,0,0,"$410,000.0","$26,348,838.0",0,.034
KY_class_2,Knoxville TN,TV,2020-10-27,1.4%,0,0,0,.486,303,.037,.00%,.27%,0,0,"$151,485.2","$24,607,176.0",1,.034
GA_class_3,Columbus GA,TV,2020-10-27,2.8%,1434,428,1006,.063,160,.033,.01%,.43%,0,0,"$80,000.0","$26,428,838.0",0,.033
GA_class_3,Savannah GA,TV,2020-10-27,6.4%,1610,622,989,.058,350,.033,.03%,.40%,0,0,"$175,000.0","$26,603,838.0",0,.033
KY_class_2,Knoxville TN,TV,2020-10-20,1.4%,0,0,0,.486,303,.035,.00%,.27%,0,0,"$151,485.2","$24,758,662.0",1,.032
GA_class_3,Tallahassee FL-Thomasville GA,TV,2020-10-27,2.3%,0,0,0,.080,175,.029,.01%,.52%,0,0,"$87,500.0","$27,507,788.0",1,.031
MN_class_2,Mankato MN,TV,2020-10-20,2.1%,0,0,0,.085,80,.012,.01%,.63%,0,0,"$40,000.0","$38,766,144.0",1,.030
GA_class_3,Chattanooga TN,TV,2020-10-20,2.4%,0,75,-75,.092,213,.030,.01%,.61%,0,0,"$106,404.6","$26,710,242.0",1,.030
NC_class_2,Norfolk-Portsmouth-Newport News VA,TV,2020-10-27,1.8%,0,0,0,.379,634,.029,.01%,.30%,0,0,"$316,831.8","$27,824,620.0",1,.030
MN_class_2,Duluth MN-Superior WI,TV,2020-10-27,5.8%,0,0,0,.073,185,.008,.02%,.36%,0,0,"$92,500.0","$50,104,250.0",1,.029
GA_class_2,Dothan AL,TV,2020-10-27,.1%,0,0,0,.660,63,.034,.00%,.30%,0,0,"$31,418.7","$25,938,838.0",1,.029
IA_class_2,Rochester MN-Mason City IA-Austin MN,TV,2020-10-20,3.5%,6985,1975,5010,.479,450,.029,.00%,.02%,0,0,"$225,000.0","$28,049,620.0",0,.029
AZ_class_2,Yuma AZ-El Centro CA,TV,2020-10-27,2.2%,896,0,896,.095,137,.027,.00%,.21%,0,0,"$68,500.0","$28,118,120.0",1,.028
GA_class_3,Chattanooga TN,TV,2020-10-27,2.4%,0,0,0,.092,213,.025,.01%,.52%,0,0,"$106,404.6","$29,006,550.0",1,.027
IA_class_2,Rochester MN-Mason City IA-Austin MN,TV,2020-10-27,3.5%,7732,2010,5723,.479,450,.025,.00%,.02%,0,0,"$225,000.0","$28,747,038.0",0,.025
MN_class_2,Mankato MN,TV,2020-10-27,2.1%,0,0,0,.085,80,.010,.01%,.51%,0,0,"$40,000.0","$43,723,148.0",1,.025
MN_class_2,Duluth MN-Superior WI,TV,2020-10-20,5.8%,0,0,0,.073,185,.010,.02%,.43%,2474.325,0,"$92,500.0","$44,465,650.0",1,.024
MN_class_2,Rochester MN-Mason City IA-Austin MN,TV,2020-10-20,4.7%,0,0,0,.123,250,.009,.03%,.63%,0,0,"$125,000.0","$48,383,460.0",1,.022
MN_class_2,Fargo-Valley City ND,TV,2020-10-27,4.5%,0,0,0,.098,200,.009,.02%,.51%,0,0,"$100,000.0","$49,930,460.0",1,.021
MT_class_2,Minot-Bismarck-Dickinson ND,TV,2020-10-27,2.7%,141,0,141,7.051,1622,.020,.00%,.14%,0,0,"$810,864.1","$30,423,614.0",1,.020
MN_class_2,Fargo-Valley City ND,TV,2020-10-20,4.5%,0,0,0,.098,200,.010,.03%,.63%,0,0,"$100,000.0","$43,469,940.0",1,.019
MI_class_2,Traverse City-Cadillac MI,TV,2020-10-20,6.7%,1780,2000,-220,.054,333,.016,.00%,.02%,13216.863,13000,"$166,500.0","$34,695,644.0",0,.018
MN_class_2,Rochester MN-Mason City IA-Austin MN,TV,2020-10-27,4.7%,0,0,0,.123,250,.007,.02%,.51%,0,0,"$125,000.0","$54,434,696.0",1,.018
KS_class_2,Tulsa OK,TV,2020-10-20,1.1%,0,0,0,1.554,451,.020,.00%,.37%,0,0,"$225,530.0","$29,612,750.0",1,.017
MT_class_2,Billings MT,TV,2020-10-20,22.2%,10247,5739,4508,.853,1585,.017,.00%,.02%,1951.3606,2117,"$792,500.0","$32,891,644.0",0,.017
NC_class_2,Greenville-Spartanburg SC-Asheville NC-Anderson SC,TV,2020-10-20,8.0%,4506,1774,2732,.238,1662,.016,.01%,.10%,0,0,"$831,000.0","$35,714,144.0",0,.017
SC_class_2,Charlotte NC,TV,2020-10-20,8.9%,5139,0,5139,.425,1650,.017,.00%,.02%,0,0,"$825,000.0","$32,099,144.0",1,.015
MI_class_2,Duluth MN-Superior WI,TV,2020-10-20,.2%,0,0,0,1.132,185,.015,.00%,.36%,0,0,"$92,500.0","$35,806,644.0",1,.015
SC_class_2,Charlotte NC,TV,2020-10-27,8.9%,6872,0,6872,.425,1650,.017,.00%,.02%,0,0,"$825,000.0","$33,716,644.0",1,.015
GA_class_2,Greenville-Spartanburg SC-Asheville NC-Anderson SC,TV,2020-10-20,.9%,591,0,591,1.553,1250,.017,.00%,.36%,0,0,"$625,000.0","$31,274,144.0",1,.015
KS_class_2,Tulsa OK,TV,2020-10-27,1.1%,0,0,0,1.554,451,.018,.00%,.33%,0,0,"$225,530.0","$30,649,144.0",1,.015
MI_class_2,Traverse City-Cadillac MI,TV,2020-10-27,6.7%,1866,2079,-213,.054,333,.013,.00%,.02%,13120.991,12920,"$166,500.0","$37,312,644.0",0,.015
NC_class_2,Wilmington NC,TV,2020-10-20,5.4%,2772,1615,1158,.052,247,.013,.00%,.02%,14526.275,973,"$123,500.0","$37,436,144.0",0,.014
GA_class_2,Greenville-Spartanburg SC-Asheville NC-Anderson SC,TV,2020-10-27,.9%,44,0,44,1.553,1250,.016,.00%,.30%,0,0,"$625,000.0","$34,341,644.0",1,.014
